Message ID,Subject,Message,Spam/Ham,Date
6350,re : running credit model,"tanya ,
although i ' m quite comfortable with providing support for running the model ,
and assisting in providing the tools to enable easier analysis of the
results , i ' m not entirely comfortable with supporting a java debug
environment within your team ( including ad - hoc training ) , when we have
facilities within the it development team to do it here .
i ' d like to meet with you to discuss this , as this seems to be an ongoing
issue , and would like to understand the ground rules by which your team
operates in conjunction with it in general .
regards
steve
tanya tamarchenko
23 / 06 / 2000 15 : 48
to : stephen stock / hou / ect @ ect
cc : grant masson / hou / ect @ ect , vince j kaminski / hou / ect @ ect , debbie r
brackett / hou / ect @ ect
subject : re : running credit model
steve ,
in order to be able to test the new credit model as well as to answer credit
group ' s
questions regarding the outputs from this model research needs to be able to
do the following :
1 . run credit model independently of the other runs . it is quite ok for now
to be able to run it just for small artificial portfolios .
2 . debug the code to see what actual values are used during the run time .
please , let me know if your team can help us .
tanya .",ham,2000-06-27
23100,associates prc meeting,"we have a new date - monday , july 24 th beginning at 9 : 00 am . i will contact
your supervisors after the prc meeting to let them know the final results .
your supervisor will give your performance review and will be able to
summarize the feedback received through the pep system during the review .
thanks for providing your resumes . i will feel more informed during the
process .",ham,2000-07-21
30333,"same quailty , much less price , phamracy","sa ; ve 7 _ 0 % ord . ering onl / ine to ` day !
vi ! sit our site and sa ! ve big
armenian blunder consecrate adenosine calorie crescent churchmen atonal chantilly beethoven diverse ain ' t aliphatic ammunition coincidental abhorrent cash burmese backplate brought bucknell crowley bliss armco calamus bucketfull bucket aileron carnegie adore christ aberrate dobbin catskill bremen crusoe cranny boutique bosch dextrose complementation delirious bismuth afraid capricorn delicious birdseed cooky centrifugate ditto argon debase batch con ababa basophilic campanile barry brushy cinnabar bellyache antithetic conscript bateau cobblestone burp assyriology ar bled assign accustom cotillion button disposal begonia approach ajar automatic burlington andrews bronchiole compost diffractometer champ aftereffect awaken blanc dice autocracy cheney cady crate
removemeplease
",spam,2004-11-08
27400,failure notice,"this is the mail delivery agent at messagelabs . com .
i was not able to deliver your message to the following addresses .
:
144 . 189 . 100 . 102 does not like recipient .
remote host said : 550 5 . 0 . 0 . . . host down
- - - below this line is a copy of the message .
return - path :
x - viruschecked : checked
x - env - sender : projecthoneypot @ projecthoneypot . org
x - msg - ref : server - 3 . tower - 115 . messagelabs . com ! 1121770867 ! 6986571 ! 1
x - starscan - version : 5 . 5 . 4 . 1 ; banners = - , - , -
x - originating - ip : [ 221 . 9 . 132 . 25 ]
x - spaminfo : spam detected heuristically
x - spam : true
x - spamreason : yes , hits = 50 . 0 required = 7 . 0 tests = spam signature :
spam . health . 96584
received : ( qmail 16008 invoked from network ) ; 19 jul 2005 11 : 01 : 18 - 0000
received : from unknown ( helo mailwisconsin . com ) ( 221 . 9 . 132 . 25 )
by server - 3 . tower - 115 . messagelabs . com with smtp ; 19 jul 2005 11 : 01 : 18 - 0000
received : from 205 . 214 . 42 . 66
( squirrelmail authenticated user projecthoneypot @ projecthoneypot . org ) ;
by mailwisconsin . com with http id j 87 gzo 30516347 ;
tue , 19 jul 2005 10 : 57 : 46 + 0000
message - id :
date : tue , 19 jul 2005 10 : 57 : 46 + 0000
subject : just to her . . .
from : "" barry castillo ""
to : antonio _ silva @ br . css . mot . com
user - agent : squirrelmail / 1 . 4 . 3 a
x - mailer : squirrelmail / 1 . 4 . 3 a
mime - version : 1 . 0
content - type : text / html ; charset = iso - 8859 - 1
content - transfer - encoding : 8 bit
x - priority : 3 ( normal )
importance : normal
soft viagra at $ 1 . 62 per dose
ready to boost your sex life ? positive ?
time to do it right now !
order soft viagra at incredibly low prices
starting at $ 1 . 99 per dose ! unbeiivabie !
this email has been scanned by the messagelabs email security system .
for more information please visit http : / / www . messagelabs . com / email
",spam,2005-07-19
30418,your urgent response needed,"dearest belove
my name is mrs . gloria heinz from germany . i am married to mr . robert heinz
who worked with the german embassy in saudi arabia for nine years before
he died in the year 2001 . we were married for eleven years without a child .
he died after a brief illness that lasted for only four days . before his
death we were both born again christians . when my late husband was alive
he deposited the sum of us $ 13 . 5 million ( thirteen million , five hundred thousand
u . s . dollars ) with a security company in spain . presently , this money is
still with the security company .
recently , my doctor told me that i would not last for the next six months
due to cancer problem . though what disturbs me most is my stroke .
having known my condition i decided to donate this funds to church or better
still a christian individual that will utilize this money the way i am going
to instruct herein . i want a someone that will use these funds - to - fund
churches , orphanages , research centers and widows propagating the word of
god and to ensure that the house of god is maintained .
as it is written , "" that they do good , that they be rich in good works , ready
to distribute , willing to communicates .
laying up in store for themselves a good foundation against the time to
come that they may lay hold on enternal life "" . { 1 timothy 6 : 18 take heed that
you do not your alms before men , to be seen of them ; otherwise you have no
reward of your father which is in heaven . { mathew 6 : 1 } .
as soon as i receive your reply i shall give you the contacts of the finance / security
company in spain .
i will also issue you a letter of authority that will empower you as the
new beneficiary of this funds . i want you and the church to always pray for
me that it may please the eternal father for me to partake in his everlasting
kingdom through jesus christ our lord .
any delay in your reply will give me room in sourcing for a church or christian
individual for this same purpose .
please assure me that you will act accordingly as i stated here in .
hoping to hear from you soon .
you can as well send mail to me either through this mail or my alternative
email as stated ( gloriahl 780 @ latinmail . com ) i pray for your understanding .
god bless you .
yours in christ ,
mrs . gloria heinz .
your urgent response needed
_ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _
crea la tshirt con il tuo nick ! http : / / www . mediasetshop . it / jumpychat /",spam,2004-11-15
20867,paypal ? account review department,"dear :
paypalr
is committed to maintaining a safe environment for its community of
buyers and sellers . to protect the security of your account , paypal employs
some of the most advanced security systems in the world and our anti - fraud
teams regularly screen the paypal system for unusual activity .
recently , our account review team identified some unusual activity in your
account . in accordance with paypal ' s user agreement and to ensure that your
account has not been compromised , access to your account was limited . your
account access will remain limited until this issue has been resolved . this
is a fraud prevention measure meant to ensure that your account is not
compromised .
in order to secure your account and quickly restore full access , we may
require some specific information from you for the following reason :
we would like to ensure that your account was not accessed by an
unauthorized third party . because protecting the security of your account
is our primary concern , we have limited access to sensitive paypal account
features . we understand that this may be an inconvenience but please
understand that this temporary limitation is for your protection .
case id number : pp - 040 - 187 - 541
we encourage you to log in and restore full access as soon as possible .
should access to your account remain limited for an extended period of
time , it may result in further limitations on the use of your account .
however , failure to restore your records will result in account suspension . please update your recordson or beforejanuary
5 , 2005 . once you have updated your account records , yourpaypal session will not beinterrupted and will continue as normal .
to update your
paypal records click on the following link : https : / / www . paypal . com / cgi - bin / webscr ? cmd = _ login - run
thank you for your prompt attention to this matter .
please understand that
this is a security measure meant to help protect you and your account . we
apologize for any inconvenience .
sincerely ,
paypalr
account review department
paypal email id pp 522
accounts management as outlined in our user agreement ,
paypal willperiodically send you information about site changes and enhancements .
visit our privacy policy and user agreement if you have any questions . http : / / www . paypal . com / cgi - bin / webscr ? cmd = p / gen / ua / policy _ privacy - outside
",spam,2005-01-02
23659,log as of 12 / 29 / 00,"attached please find the daily log as of 12 / 29 / 00 . if you have any questions
or comments please advise .
nancy",ham,2001-01-02
1109,re : republic royalty 5 / 00,"daren . . . i talked to cynthia in contracts and she said that ces deals cannot
be extended and that a new contract has to be set up . how do you want to
handle it ?
daren j farmer @ ect
06 / 28 / 2000 04 : 17 pm
to : ami chokshi / corp / enron @ enron , megan parker / corp / enron @ enron , o ' neal d
winfree / hou / ect @ ect , nelson ferries / corp / enron @ enron , hillary
mack / corp / enron @ enron
cc :
subject : re : republic royalty 5 / 00
i have rolled # 143559 through july 2000 to cover the purchase from
republic . we sell this gas to duke energy field services ( # 143558 for jan -
apr , ces - duke energy field services , inc ) . the counterparty on this deal
has been suspeneded , so i created # 316727 under the counterparty of duke
energy field services marketing , llc .
hillary - please extend the ces - duke counterparty or attach the correct duke
counterparty to this deal .
if you have any questions , let me know .
d
from : ami chokshi @ enron 06 / 28 / 2000 10 : 45 am
to : megan parker / corp / enron @ enron , o ' neal d winfree / hou / ect @ ect
cc : nelson ferries / corp / enron @ enron , daren j farmer / hou / ect @ ect
subject : republic royalty 5 / 00
this deal was terminated by nelson ferries .
ami
- - - - - - - - - - - - - - - - - - - - - - forwarded by ami chokshi / corp / enron on 06 / 28 / 2000
10 : 42 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
from : megan parker 06 / 28 / 2000 10 : 28 am
to : ami chokshi / corp / enron @ enron , o ' neal d winfree / hou / ect @ ect
cc :
subject : republic royalty 5 / 00
republic royalty is one of my ces deals . they sent me an invoice for may
2000 production , but i do not see a deal for may . does either of you know if
this deal was extended under a new deal number ?
megan",ham,2000-06-29
18424,coupon for pet needs . order online .,"tired of cleaning font - size : 13 px ; color : white ; "" >
virtually all dogs shed , but now
there ' s a treat that reduces your
dog ' s unnatural shedding and restores
his vibrant coat . petcarerx . com
to unsubscribe from this mailing list : click here
or send a blank message to : r . esalesl . 0 - 2 fa 9260 - 6 d 59 . iit . demokritos . gr . - paliourg @ 29 . moosq . com
this offer sent to you from :
optinrealbig . com llc
1333 w 120 th ave suite 101
westminster , co 80234
",spam,2004-02-28
12266,re : joe gold,"louise , have not heard from joe but will respond as needed .
frank
- - - - - original message - - - - -
from : kitchen , louise
sent : tuesday , july 17 , 2001 3 : 13 pm
to : vickers , frank w .
subject : joe gold
joe ( or someone from metals ) may ring you with regard to an aluminium smelter deal - could you please run with it for me
thanks
louise",ham,2001-07-23
32408,"bu "" y cia , lis soft ' tabs online for less ` .","viagra ' s newest and best rival cialls has been around for a while
now available in softtabs
save 70 % +
shipped world wide ( anywhere )
no prescription neccesary
more | nfo here
rem . . 0 ve me
",spam,2005-04-05
2885,fw : calpine monthly average revised,"darren - attached is the april schedule for calpine ( average was revised )
thanks - julie
x 58639
- - - - - original message - - - - -
from : ricky archer @ enron
sent : tuesday , march 27 , 2001 2 : 42 pm
to : kemp , juliann
subject : calpine monthly average revised
>
ricky a . archer
fuel supply
700 louisiana , suite 2700
houston , texas 77002
713 - 830 - 8659 direct
713 - 830 - 8722 fax
- calpine monthly gas nomination _ _ _ . doc",ham,2001-03-27
31832,cheap online pills here,"vorticity perfidious kilo caviar raid chapter confide
are you looking for medicine ? obtain it now !
everything you need ! we have it ! quick and economical !
and the prices are unbeatable !
stop receiving promotional material now
blonde quad northwestern adjacent effluent
",spam,2005-02-17
7918,wti trading simulation presentation,"john ,
i prepared the presentation in the way we discussed on wednesday .
in summary i have included the following scenarios :
tenor : 1 , 3 , 5 years back from nov , 2000
1 , 3 , 5 years back from nov , 1998
1 , 3 , 5 years back from nov . 1995
number of trade per day : 200 , 600 , 1000
bid - offer spread : $ 0 . 04 and $ 0 . 06
net open position allowed : 1 , 000 , 000 and 5 , 000 , 000
volume per trade is fixed at 1 , 000 bbl .
all together , there are 9 * 12 = 108 scenarios included in the presentation .
i will be on vocation starting next week . but i will check my e - mail and
phone
messages to make modifications you need .
happy holidays ,
zimin",ham,2000-12-15
29303,pharmacy discounts,"men ' s health :
vlagra - 0 . 95 per dose
clalis - 2 . 00 per dose
weight loss :
xenical - 1 . 31
generic meridia - 82 . 50
hair loss :
generic propecia - 19 . 51
diabebetes threat :
generic glucophage - 0 . 49
pain relief :
generic vioxx - 1 . 45
generic celebrex - 0 . 80
anti depressants :
generic paxil - 1 . 16
generic zoloft - 0 . 64
muscul relaxers :
generic soma - 1 . 33
stop smoking :
generic zyban - 1 . 17
lower cholesterol :
lipitor - 0 . 48
and a lot more http : / / refuge . llhchmg . info / ? k . msgtennirbweenotebooks",spam,2004-08-09
573,march surveys,"hello ,
we have prepared january and february data and will be scheduling meetings
with you in the next few weeks . for the month of march , please provide a
completed "" hours "" survey for each position within your group . this survey
will collect the time your team spent on performing their activities in the
month of march .
note : we are now collecting eol related activities . if you spend time
directly supporting eol , and your survey does not have an activity that you
can assign these times to , please contact me as soon as possible so we can
add the appropriate activities to your survey .
to fill out the survey :
at the top of the spreadsheet , you will see a box labelled "" select your rc "" .
click on the box and input your rc number , which will need to be 4 digits .
once you have done this , another box will appear with the message "" select
position from drop box ! "" you can then select the position ( i . e . , staff ,
specialist , etc . ) and "" ok "" . the choices for positions are based on
information contained in the org database ( i . e . , if a position is not listed
that should be , please call me to discuss as it would indicate that
corrections need to be made to the database ) . once you have the list of
activities , please input hours ( for the entire month ) for each activity
listed in the column labelled "" hours "" .
if you ' re filling out the survey for your team , save a file for each of the
positions you fill out for your team prior to filling out the next position .
if you do not , the information will be lost .
we have included february compiled hours per position ( if you had two
specialists performing the same activity - 20 hours each , the "" last month ""
column would show a total of 40 hrs for that month ) . as with last month , you
have the option to complete the survey on behalf of your entire group or send
this survey to each of your team members , allowing each individual to fill
out the time they spent on each activity . if there are any activities you
perform not included in your survey , please contact me as soon as possible
for a copy of the activity dictionary .
please return these surveys by end of day wednesday , april 5 th . if this is a
problem , please notify me or lisa cousino immediately .
thanks ,
shari
3 - 3859",ham,2000-03-31
27164,"do not have money , get software cds from here !","microsoft localized software .
double , double toil and trouble ; fire burn , and cauldron bubble .
reading is sometimes an ingenious device for avoiding thought .",spam,2005-07-18
2561,first delivery - cody,"see attached letter
eb",ham,2001-02-12
29214,fw : tw question in amarillo,"fyi , kim .
- - - - - original message - - - - -
from : lebeau , randy
sent : tuesday , march 05 , 2002 11 : 07 pm
to : watson , kimberly ; jordan , fred
cc : abdmoulaie , mansoor
subject : re : tw question in amarillo
thanks for the info .
fred , do you know how much it will take to upgrade the esd system ?
- - - - - original message - - - - -
from : watson , kimberly
sent : tuesday , march 05 , 2002 1 : 56 pm
to : lebeau , randy
cc : abdmoulaie , mansoor
subject : re : tw question in amarillo
randy ,
mansoor and i met on this topic this morning . we are confirming with perry frazier what , if any , firm commitments we may have on this system to make sure we understand possible impacts of abandoning this station . also , we will meet with the regulatory folks this week to discuss the various regulatory options with them . we will keep you updated as we progress through these meetings .
how much money is required on the ivanhoe station to keep esd compliant ?
thanks , kim .
- - - - - original message - - - - -
from : lebeau , randy
sent : friday , march 01 , 2002 10 : 42 am
to : watson , kimberly
cc : jordan , fred
subject : fw : tw question in amarillo
kim , regarding the question below pertaining to the abandonment of units at ivanhoe , what do we need to do next ? we are currently out of compliance on the esd system and would like to get the ball rolling as soon as possible .
- - - - - original message - - - - -
from : harris , steven
sent : friday , march 01 , 2002 10 : 33 am
to : lebeau , randy
subject : re : tw question in amarillo
thanks for the feedback . kim watson is the appropriate person to talk to on this .
steve
- - - - - original message - - - - -
from : lebeau , randy
sent : friday , march 01 , 2002 10 : 26 am
to : harris , steven
subject : tw question in amarillo
this is just to follow up on the phone message i left for you today ( friday , march 1 ) .
the questions raised in the employee meeting with stan horton in amarillo this week regarding gas that has gone off the system , had to do with nng facilities not tw .
as i stated in the voice mail , we do have an issue at the ivanhoe station . the hp there has not run in several years , but as long as it ' s in place , we are required to maintain the esd system . we would like to pursue the abandonment in place of the units . if we don ' t do this , we are looking at some significant costs to make repairs and upgrades to the system . our question is , who do we need to work with on this effort ?
thanks for following up so quickly after stan ' s visit .
randy",ham,2002-03-25
28889,tw shipper imbalances,"summary since 8 / 31 / 01
balance at 8 / 31 $ 938 , 517
change due to scheduling $ ( 50 , 381 )
payments received $ ( 252 , 265 )
balance at 10 / 08 / 01 $ 634 , 261
see attached for detail",ham,2001-10-09
31014,dill dryad cuttlefish,"a genuine college degree in 2 weeks !
have you ever thought that the only thing stopping you from a great job and better pay was a few letters behind your nameþ well now you can get them !
ba bsc ma msc mba phd
within 2 weeks , no study required , completley verifiable !
these are real , genuine degrees that include bachelors , masters and doctorate degrees .
student records and transcripts are also available .
order yours today . just call the number below . you ' ll thank me later .
call 1 - 206 - 339 - 6091 now",spam,2004-12-29
30528,precaution - vids will destroy your life,"r - e - m - o - v - e me
ashamed flotationexposit bess voltapineapple
coralberry bullheadoctoroon saul vagabondbondholder
phonemic astoundtonnage antic lyricismstrive
cowan brakemancook ehrlich dragonflytransmittance
indomitable manureburet",spam,2004-11-22
22348,you have won ! ! ! congratulations !,"staatsloterij jackpot and promotions
khorhostraatl 55 ,
amsterdam ,
the netherlands .
from : the desk of the managing director
international promotion / prize award dept ,
scfn : abn / 5333 / 025648 / 03 ua .
batch : 245 / 2002 / gwk
attn :
we are pleased to inform you of the release today the 28 th of july 2005 of the staatsloterij jackpot and promotions , netherlands held on 26 th of july 2005 .
your email address attached to the ticket no : 1001 - 55896542 - 5899 with serial no : 6666 / 05 drew from the lucky no : 02 - 22 - 00 - 66 - 99 - 85 - 52 - 12 - 36 - 50 , which consequently won the lottery in the first category .
you have therefore been approved for a lump sum pay out of one million united state dollars ( us $ 1 , 000 , 000 . 00 ) in cash credited to security file number abn / 5333 / 025648 / 03 ua . this is from a total cash prize of us $ 4 million shared among four individuals in this category .
congratulations ! ! ! .
your funds is now deposited with our payment / finance department in the security company to your name , due to the mixed up of some numbers and names , we ask that you keep this winning a top secret from the public notice until your claims has been processed and remitted to your account as this is apart of the security protocol , to avoid double claiming or unwarranted taking advantage of this program by participants .
all participants were selected through a computer ballot system drawn from the 500 , 000 company / individal email addresses from all over the world as part of our international promotions programme , which we conduct every five years .
to begin your claims , please contact your claim agent in
dr . henk der vaart ( director of operations ) .
tel : 0031 - 649 - 224 - 367
fax : 0031 - 847 - 304 - 266
email : infolotagency @ netscape . net
for processing and remittance of your winning cash into a designated bank account of your choice , remember , all winnings must be claim not later than august 20 th 2005 , after this date , all unclaim funds will be returned to the promotion company .
note : in order to avoid unnecessary delays and complications , please remember to quote your security credicted file number and batch numbers respectively in every correspondence with your claim agent .
furthermore , should there be any change of your address , do inform your claim agent as soon as possible .
congratulations once again from all members of our staff and thank you for being part of our promotions programme .
yours sincerely ,
stefania der helder ( promotion manager ) .
check - out go . com
go get your free go e - mail account with expanded storage of 6 mb !
http : / / mail . go . com
",spam,2005-07-28
10641,new love tabs shop .,"visit our llcensed online dragstore for the best inexpensive love drags ! viagra , ciaiis , softtabs and many other love enhancers aii in one !
operative support , fast shipping , secure payment processing and complete confidentiality !
click here to find your verifled by bbb and approved by visa iove pil 1 !
",spam,2005-07-12
6879,li sun,"vince ,
i am so glad that your meeting went well with li yesterday . this is a
confirmation email to let everyone know that li sun will begin in vince ' s
organization on monday , august 28 th . if you have any questions , please let
me know . thanks .
- - - - - - - - - - - - - - - - - - - - - - forwarded by jana giovannini / hou / ect on 08 / 23 / 2000
10 : 00 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
from : jana giovannini 08 / 21 / 2000 01 : 25 pm
to : vince j kaminski / hou / ect @ ect
cc : john j lavorato / corp / enron @ enron , jeffrey a shankman / hou / ect @ ect , hunter
s shively / hou / ect @ ect , shelly butler / hou / ect @ ect , ina rangel / hou / ect @ ect
subject : li sun
vince ,
thanks for your response . apparently , we were under the incorrect impression
that your group would be taking li ( based on jeff ' s note below ) . we
apologize for not contacting you last friday to confirm prior to "" placing "" li
in your group . i have faxed li ' s resume to you and hope that you will have
time to review it today . please call me back as soon as you can to discuss
li ' s opportunities in your group .
if vince is not interested in li for his group , we will consider li placed in
ena - gas trading ( original placement ) in john lavorato ' s organization . once
i hear from vince one way or the other , the program will consider li ' s
placement final in either research or ena - gas trading . hopefully this will
be resolved by tuesday morning so that we may communicate to li her rotation
information . if you have any questions , please let me know .
thank you !
vince j kaminski
08 / 21 / 2000 01 : 03 pm
to : jana giovannini / hou / ect @ ect
cc :
subject : re : vikas dwivedi
fyi
vince
- - - - - - - - - - - - - - - - - - - - - - forwarded by vince j kaminski / hou / ect on 08 / 21 / 2000
01 : 08 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
vince j kaminski
08 / 21 / 2000 12 : 58 pm
to : shelly butler / hou / ect @ ect
cc : john j lavorato / corp / enron @ enron , jeffrey a shankman / hou / ect @ ect , hunter
s shively / hou / ect @ ect , vince j kaminski / hou / ect @ ect
subject : re : vikas dwivedi
shelly ,
i shall not accept anybody for a rotation without a prior interview .
li was scheduled to meet with me last thursday but she never showed
up . she did not call to cancel or to apologize for not showing up .
i have not seen her resume .
please , assume she is not rotating into my group till further notice .
vince
from : shelly butler 08 / 18 / 2000 03 : 37 pm
to : jeffrey a shankman / hou / ect @ ect
cc : hunter s shively / hou / ect @ ect , john j lavorato / corp / enron @ enron , vince j
kaminski / hou / ect @ ect , craig breslau / hou / ect @ ect , ina rangel / hou / ect @ ect
subject : vikas dwivedi
jeff ,
just wanted to confirm that li will be placed in vince kaminski ' s group .
vikas has been placed in ena middle market reporting to craig breslau .
please contact me at 3 - 4584 if you have any questions . thanks for your help ! !
shelly
from : jeffrey a shankman 08 / 18 / 2000 03 : 18 pm
to : shelly butler / hou / ect @ ect
cc : hunter s shively / hou / ect @ ect , john j lavorato / corp / enron @ enron
subject :
shelly ,
hunter spoke with li today and agrees that her first rotation should be in
vince ' s group doing modelling , etc . this will give her the broadest
experience for a first rotation . i ' m sure the other person in question ,
vikas , will do very well in hunter ' s group .
thanks for your help .
jeff",ham,2000-08-23
15241,appointment change for neva .,"my girl and i both swear by this new product .
because she loves it when it ' s deep inside her .
this helps me to become the real man for her .
i use it everyday and i ' m damn proud of it !
stoop thiiiiiiis .
nibble pyrimidine litmus doubleton sibling beige brisk ordnance eyeglass nonogenarian simplicial clot appellate anecdotal bernardino chemisorb chose jaguar psychiatrist muir revision tanh bronchitis dispelled belgium traipse auction .
famine officemate calculate catalytic institution wrestle technion geodetic protrusive forswear circuitous roy sideman counterbalance feldman capacity technocratic campion sheep duffy conduit fisherman demurring lady urbane baseband impudent robbin devonshire ride argive agglutinate abo jeopard anecdotal coffin welles furnace headway .
",spam,2004-10-04
29391,supersavings on all pain medications - no prescription required,"up to 80 % savings on xanax , valium , cialis , viagra , tylenol 3 & more
here
for
email removal , go here .
dyke jules chert hobble contend veterinary sedulous natural addle shamefaced bedim bilayer auerbach bender jurisdiction chapman cartwheel schoolhouse perimeter what ' re bonneville concern kitchenette adultery taste shelve francoise segment demagnify castanet marcia thule nina bushwhackmonster peck coagulate horace punditry torrance oslo furious trespass electrolysis handwritten binuclear expedition wriggle sara topography hydrometer electriciancarrot grillwork inclement saleslady colgate discretion flanagan mention hunk not bag onus weekday surprise collimate economist lacustrine glanshavilland critter rachel cranberry set sanguine acrimony shoelace cowl detain remitted d ' etat yost clove inventor",spam,2004-08-18
33497,300 - 500 usd weekly working from home for international company ( grandson ),"strangling snowman sustain omnivore muncie
dear recipient ,
camron financial announces the beginning of a new unprecendented global employment campaign .
curfew stalinist heredity dummies loose
due to our exploding growth , we are further expanding our business to the european and south pacific regions of the world . during our last employment campaign over 1500 people worldwide took part in our business and more than half of them are currently employed by our company . and now we are offering you one more opportunity to earn extra cash working with us .
rusty lamed circumcise hashes cryptic
we are looking for honest , responsible , hard - working people to operate with our company in your particular region . these openings are part - time positions with the opportunity to make 300 - 500 usd weekly working 2 - 4 hours per day with us .
silences grandson against liberators minis
please visit our corporate web site for more details regarding these vacancies .
goldman disposes ballerina kinder joanna
",spam,2005-07-12
16657,re : supp decline,"thanks bill .
- - - - - original message - - - - -
from : williams iii , bill
sent : monday , june 11 , 2001 8 : 18 am
to : reyes , jim ; johnson , donna
subject : re : supp decline
jim ,
harbor and martel were declined with the ciso for 06 / 08 / 01 he 1 and he 2 . the reasons : for harbor the ciso inc ' d them to 10 , and ignored their operating limits as entered at 60 and 80 . martel was inc ' d but could not ramp up . both bids were properly entered by were ignored by the ciso . delano was incd ' d and dec ' d several times in the morning and was able to respond .
let me know if you have any other questions .
thanks ,
bill
- - - - - original message - - - - -
from : reyes , jim
sent : monday , june 11 , 2001 8 : 09 am
to : williams iii , bill
subject : supp decline
bill ,
could you send me and donna shediun an e - mail , documenting the decline to harbor and martel ( wheel abrator )
for supplimental 6 / 8 / 01 , he 1 , interval 1 and 2 .
jim",ham,2001-06-11
12326,california update 7 / 26 / 01 p . 3,"below are the current provisions keeley and hertzberg are wanting to pass into legislation ( when they return from recess ) . currently , they are not sure if all of these amendments would be wrapped up into one bill or if they would just amend bill sb 78 xx while introducing a new bill sb _ xx . working under the assumption that they would amend bill 78 xx and introduce a new one , the following issues are a reflection of their current positions . if they decide to introduce one new bill than the issues below would be included into one piece of legislation . please remember , these issues are only their current thoughts and are such to change .
socal debt
sb _ xx
no provision for debt .
sb 78 xx ( amended )
approximately $ 2 . 9 b through corporate bond financing supported by a dedicated rate component ( drc ) over a period of time sufficient to pay the bonds ( 10 - 15 years ) . final debt amount to be established by the puc and the state auditor .
core vs . non - core
sb _ xx
for purposes of paying the socal debt , creates a core program for consumers with a peak demand of less than ? kw and non - core customers of ? kw or more . they would share in the cost of socal debt retirement : ( 1 ) all consumers share pro rata for the first two years , ( 2 ) non - core pay 100 % after two years .
sb 78 xx ( amended )
no provisions .
transmission system purchase
sb _ xx and sb 78 xx
no purchase of transmission assets .
conservation easements
sb _ xx
no conservation easements .
sb 78 xx ( amended )
specific conservation easements and other land arrangements described in bill for about 24 , 000 acres per the governor ' s mou .
direct access
sb _ xx
removes regulatory constraints on a direct access program effective january 1 , 2002 and permits customers to buy power if there is a net short after socal native generation , bilateral contracts , and dwr contracts . residential and small commercial customers may use direct access from renewable energy sources .
sb 78 xx ( amended )
no provisions for direct access .
ratepayer benefit account
sb _ xx
deposits in the account any refunds or net cash resulting from ( a ) any refunds ordered by ferc or from litigation , and ( b ) any positive dwr power fund revenues ; all to be refunded to ratepayers through either bill credits or rate reductions in proportion to the march , 2001 puc rate increase .
sb 78 xx ( amended )
does not create a ratepayer benefit account .
electric supplier claims settlement trust
sb _ xx and sb 78 xx
does not create a trust or trustee to negotiate reductions .
renewable energy
sb _ xx
creates a renewable portfolio standard ( rps ) to achieve a target of 10 % of all new generating capacity additions through 2010 and overall 20 % of statewide total generating capacity by 2010 . munis have been exempted from the rps .
sb 78 xx ( amended )
no provisions for renewable energy .",ham,2001-07-26
